label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
2	41 m/s	0.3091	San Jose	dog, rat	0.128	0.7708	0.7282	248	591	166	0.4751
2	327 m/s	0.2551	Anaheim	dog, ferret	0.0507	1.1429	1.1085	349	859	191	0.2306
1	214 m/s	0.1857	Long Beach	reptile, guinea pig	0.4148	0.7863	0.3263	468	-179	264	0.9959
4	665 m/s	0.7532	Fresno	rabbit	0.2446	0.3715	0.0917	N/A	481	1105	1.0176
4	606 m/s	0.8416	Stockton	rabbit	0.437	0.4257	-0.1414	46	244	1199	0.6636
0	514 m/s	0.3507	Modesto	pig	0.4581	0.3528	0.718	910	260	809	0.1631
0	640 m/s	0.6926	Modesto	chicken	0.3905	0.4178	0.8803	541	398	597	0.2136
4	976 m/s	0.7574	San Bernardino	rabbit	N/A	0.517	0.1534	256	136	1082	0.8176
4	729 m/s	0.7768	Fresno	rabbit	0.1201	0.3096	0.1612	68	328	942	0.5735
3	396 m/s	0.0034	San Francisco	fish	1.0087	0.62	0.5531	557	1110	227	0.8382
0	428 m/s	0.6723	Santa Clarita	pig	0.4245	0.414	0.5915	776	145	1017	0.1501
3	481 m/s	0.2423	Moreno Valley	fish	0.7785	0.6295	0.7547	1044	969	362	0.8832
2	-78 m/s	0.3753	Anaheim	dog, ferret	-0.0669	1.0461	1.2552	405	819	-102	0.2459
5	911 m/s	0.954	Sacramento	bird	0.7735	0.0786	0.3095	139	381	593	0.4956
2	207 m/s	0.1343	Anaheim	ferret, dog	-0.0098	1.0816	0.9723	789	1139	53	0.2732
5	1057 m/s	0.947	Bakersfield	cat	0.745	-0.0441	0.2227	367	646	642	0.4537
4	745 m/s	0.8454	n/a	rabbit	0.1443	0.1661	0.4255	79	475	1027	0.6075
5	956 m/s	0.8804	Bakersfield	bird	0.8147	-0.038	0.5246	443	498	644	0.2572
4	995 m/s	0.6403	Chula Vista	rabbit	0.1444	0.3587	-0.0822	65	433	1005	0.4272
4	757 m/s	0.5822	San Bernardino	rabbit	0.0782	0.3716	0.0616	32	490	1114	0.5662
3	551 m/s	0.0218	Moreno Valley	fish	0.9678	0.7898	0.8354	1036	631	266	0.8216
1	413 m/s	0.485	Long Beach	guinea pig, hamster	0.6001	0.6235	0.1832	669	-79	293	1.0375
2	245 m/s	0.3477	Anaheim	ferret, dog	0.284	0.8816	1.1402	352	710	178	0.2674
3	627 m/s	-0.0346	Santa Ana	fish	0.8809	0.8776	0.5459	872	931	580	
3	757 m/s	0.3276	Santa Ana	fish	0.9019	0.704	0.413	979	626	349	0.6737
1	326 m/s	0.2942	Long Beach	rabbit	0.6297	0.7403	0.0541	189	67	93	1.0512
4	582 m/s	0.6648	San Bernardino	hamster	0.3515	0.4464	0.1558	118	254	1065	0.7456
4	736 m/s	0.769	stockton	rabbit	0.0795	0.2952	-0.0558	273	453	1053	0.6921
1	454 m/s	0.3191	Long Beach	hamster, reptile	0.687	0.5646	0.2084	-10	181	103	1.1095
3	568 m/s	0.0157	Moreno Valley	fish	0.8794	0.76	0.3847	633	763	335	0.8224
4	757 m/s	0.7242	Fresno	rabbit	0.0834	0.3373	0.0996	188	363	1270	0.6759
5	969 m/s	1.0763	SAN DIEGO	cat	0.934	0.167	0.3948	292	706	535	0.6509
3	537 m/s	0.0175	San Francisco	hamster	0.939	0.6877	0.567	740	1083	397	0.7636
1	439 m/s	0.5841	Fremont	reptile	0.4644	0.515	0.161	463	-198	304	1.269
2	193 m/s	0.3229	Anaheim	rat	0.1006	1.0565	0.7833	365	741	96	0.1981
2	53 m/s	0.2061	Santa Ana	rat, dog	-0.0126	0.9659	1.0371	265	809	227	0.2399
3	351 m/s	0.2197	Santa Ana	fish	1.1778	0.5867	0.7494	822	778	422	0.5945
2	96 m/s	0.3366	Riverside	rat	0.0693	1.259	1.2414	580	746	105	0.1921
4	632 m/s	0.5139	Chula Vista	rabbit	0.0833	0.4814	0.0562	-94	548	1059	0.7556
4	754 m/s	0.4951	Fresno	rabbit	0.4113	0.4491	0.1231	-87	300	1012	0.4065
2	238 m/s	0.3095	ANAHEIM	dog	0.0468	1.0856	0.6894	735	707	-34	0.4517
4	796 m/s	0.7373	San Bernardino	rabbit	0.1767	0.087	-0.0506	-115	670	994	0.4779
1	333 m/s	0.4523	Los Angeles	fish	0.6604	0.6786	0.0112	407	23	278	0.9535
1	331 m/s	0.4354	Irvine	hamster, reptile	0.5275	0.6574	0.2345	499	289	410	0.8451
5	686 m/s	1.0417	Bakersfield	bird	0.7362	0.0832	0.476	533	803	695	0.504
1	397 m/s	0.2072	Los Angeles	reptile, hamster	0.4634	0.5214	n/a	-32	112	-10	1.0045
1	280 m/s	0.3691	Los Angeles	rat, dog	0.6713	0.3665	0.0713	303	327	292	1.113
2	161 m/s	0.2472	Fresno	ferret, rat	0.1466	0.8928	0.9335	488	737	84	0.559
5	883 m/s	1.0118	San Diego	bird	0.9022	-0.0397	0.2435	263	454	541	0.4118
4	671 m/s	0.7089	Fresno	RABBIT	0.4594	0.3158	0.3028	160	314	1106	0.8033
3	435 m/s	0.1173	Moreno Valley	fish	1.0074	0.7907	0.6136	963	1283	192	0.8572
5	1054 m/s	1.0296	San Diego	cat	1.0766	0.0926	0.5989	-100	618	458	0.4469
0	371 m/s	0.4681	Santa Clarita	chicken	0.5057	0.4837	0.605	704	45	606	-0.0389
1	206 m/s	0.3371	modesto	reptile, guinea pig	0.7624	0.4513	0.3799	279	n/a	95	0.8768
5	803 m/s	0.8261	Bakersfield	fish	0.675	0.1792	0.0404	289	631	456	0.4452
0	775 m/s	0.469	Modesto	chicken	0.2479	0.2839	0.8365	726	408	804	-0.1152
2	-15 m/s	-0.0155	Riverside	dog, ferret	0.1482	0.8014	1.1527	930	878	176	0.1177
1	281 m/s	0.6093	Fremont	hamster	0.5961	0.8717	0.2286	384	5	254	0.976
3	564 m/s	-0.0107	Moreno Valley	fish	0.8114	0.8242	0.4253	787	1027	231	0.6613
0	625 m/s	0.6673	Santa Clarita	chicken	0.4467	0.5964	0.3952	924	413	821	0.3895
5	741 m/s	1.0951	Sacramento	cat	0.8209	0.0455	0.2927	240	687	346	0.7512
0	577 m/s	0.5441	Santa Clarita	chicken	0.4076	0.397	0.7187	674	560	670	-0.0271
3	473 m/s	0.1847	Santa Ana	fish	0.826	0.6439	0.7324	745	707	501	0.4923
5	812 m/s	0.7967	Bakersfield	cat	0.9062	0.239	0.2916	260	490	761	0.4239
0	504 m/s	0.5545	Santa Clarita	chicken	0.2732	0.3993		797	438	655	-0.1926
4	922 m/s	0.7115	San Bernardino	rabbit	0.2666	0.5208	-0.2701	-28	596	939	0.5754
1	397 m/s	0.5746	Long Beach	ferret, rat	0.7478	0.6066	0.3557	305	439	85	1.0132
1	283 m/s	0.4763	Los Angeles	hamster	0.5769	0.6291	0.3502	378	124	197	0.9188
3	357 m/s	0.21	Moreno Valley	fish	0.9035	0.7453	0.6957	857	863	493	0.5388
1	159 m/s	0.4623	Irvine	hamster, reptile	0.716	0.5044	0.1813	314	-199	158	1.0137
5	931 m/s	1.0708	Bakersfield	bird	0.9172	-0.1032	0.4525	55	827	732	0.2759
4	852 m/s	0.8218	Oakland	rabbit	0.3994	0.3317	0.0078	41	383	970	0.4758
3	562 m/s	0.2598	Santa Ana	fish	0.9185	0.8762	0.6354	702	838	410	0.6562
1	391 m/s	0.2838	Long Beach	hamster, guinea pig	0.5424	0.5066	0.4555	223	-73	203	1.0085
5	983 m/s	1.2952	Long Beach	bird	0.8386	-0.0313	0.371	470	702	537	0.6145
3	537 m/s	0.1089	Santa Ana	fish	0.892	0.7905	0.6071	716	780	477	1.0782
2	135 m/s	0.3852	Riverside	reptile, hamster	0.0072	1.0471	1.0323	273	1005	123	0.2249
2	92 m/s	0.3086	Riverside	bird	0.082	0.9802	0.9492	596	1102	153	0.3777
5	805 m/s	1.0861	San Francisco	guinea pig	0.7589	0.1606	0.2763	524	612	435	0.4225
0	637 m/s	0.7383	Santa Clarita	chicken	0.3971	0.3558	0.9162	511	367	827	0.1819
0	700 m/s	0.5378	Santa Clarita	pig	0.3636	0.3452	0.6691	887	110	800	0.0292
5	934 m/s	0.9956	Sacramento	bird	0.7663	0.084	0.4204	287	835	599	0.6422
2	311 m/s	0.3731	San Jose	dog, rat	0.0459	0.9353	1.0413	562	953	230	0.49
5	885 m/s	0.8259	San Bernardino	bird	0.7637	-0.1309	0.3114	457	753	745	0.2975
0	648 m/s	0.6471	Irvine	chicken	0.4849	0.3632	0.7627	872	487	805	
3	480 m/s	0.1422	San Francisco	fish	0.7003	0.7979	0.4842	1145	924	255	0.6615
2	215 m/s	0.3127	Anaheim	dog, ferret	0.1109	0.8401	0.8012	646	1133	133	0.4288
2	371 m/s	0.1778	Riverside	dog, ferret	-0.1215	1.0558	0.9975	602	746	225	0.2309
0	644 m/s	0.5637	Santa Clarita	chicken	0.2587	0.2594	0.9466	955	328	896	0.3194
0	713 m/s	0.6577	Santa Clarita	pig	0.3661	0.3916	0.8521	569	-46	632	0.0904
4	671 m/s	0.3869	Oakland	rabbit	-0.0102	0.3075	-0.1121	133	124	1042	0.5641
4	811 m/s	0.5764	Chula Vista	rabbit	0.253	0.4042	0.0453	126	465	936	0.9643
4	813 m/s	0.5333	Fresno	rabbit	0.1846	0.3539	0.1076	309	716	1083	0.5302
4	731 m/s	0.7558	Fresno	rabbit	0.2339	0.3719	0.2992	-221	410	1059	0.6523
0	540 m/s	0.6586	Santa Clarita	pig	0.3633	0.4473	0.7125	810	120	857	0.1849
4	809 m/s	0.6074	Chula Vista	rabbit	0.1719	0.004	0.0697	-24	-46	777	0.5484
4	833 m/s	0.6047	Fresno	rabbit	0.1566	0.2152	0.227	-106	347	1178	0.6359
2	355 m/s	0.1865	Riverside	dog, rat	-0.0389	0.962	1.0554	622	743	161	0.0421
2	159 m/s	0.2592	Riverside	dog	0.1477	0.7011	1.018	351	863	183	0.4516
0	686 m/s	0.6145	Santa Clarita	chicken	0.2178	0.3495	0.6057	683	139	783	0.1745
2	159 m/s	0.206	Irvine	rat	0.2147	1.0891	1.0124	644	653	76	0.3407
1	376 m/s	0.4273	Los Angeles	reptile, guinea pig	0.6944	0.6128	0.3145	521	-132	188	0.8909
4	744 m/s	0.7319	Fresno	rabbit	0.1111	0.5063	0.3312	406	644	1232	0.556
3	427 m/s	0.2299	San Francisco	fish	0.8428	0.5094	1.0087	562	773	349	0.9272
2	314 m/s	0.3924	San Jose	pig	0.0403	0.7814	1.07	615	447	69	0.2535
4	880 m/s	0.7544	Chula Vista	rabbit	0.0927	0.4015	0.1569	113	234	1138	0.8743
4	830 m/s	0.4841	San Bernardino	rabbit	0.3477	0.6045		202	418	940	0.7857
5	960 m/s	0.7385	Long Beach	cat	0.5687	0.0212	N/A	427	1010	557	0.4516
4	746 m/s	0.7854	Stockton	rabbit	0.2409	0.1618	-0.0267	269	82	1236	0.5673
5	1221 m/s	0.9738	Bakersfield	bird	0.9044	0.1149	0.1346	238	945	589	0.307
2	173 m/s	0.5005	Riverside	rat	-0.098	0.9846	0.8958	564	769	11	0.1834
2	89 m/s	0.3356	Anaheim	ferret, rat	-0.0549	0.9153	0.9275	688	989	38	0.3509
0	673 m/s	0.5915	Modesto	chicken	0.4468	0.3397	0.7412	618	377	890	0.1555
3	569 m/s	-0.0559	Moreno Valley	chicken	0.9743	0.6618	0.4436	1014	838	283	0.8636
3	503 m/s	-0.2137	Fresno	fish	0.7181	0.7667	0.756	778	646	478	0.5963
3	575 m/s	0.039	Santa Ana	fish	0.9565	0.7619	0.3363	944	899	465	0.9604
0	608 m/s	0.7496	Modesto	pig	0.73	0.3922	0.7744	921	147	817	-0.0686
2	179 m/s	0.2648	Riverside	rat, dog	0.3498	0.9777	0.9785	700	858	87	0.2298
5	893 m/s	0.9467	Bakersfield	pig	0.5667	-0.2201	0.4051	413	694	721	0.1608
2	152 m/s	0.3928	San Jose	dog, rat	0.2184	1.0443	0.9584	679	707	142	0.2403
2	-10 m/s	0.2646	Riverside	ferret, rat	0.0786	0.9094	1.0066	504	1004	229	0.1638
0	512 m/s	0.6089	Santa Clarita	Chicken	0.2293	0.3081	0.8724	595	284	695	0.0455
4	902 m/s	0.6129	San Bernardino	RABBIT	0.1715	0.2494	-0.0754	-91	202	947	0.4546
1	275 m/s	0.3551	Fremont	GUINEA PIG, REPTILE	0.5231	0.6671	?	172	137	327	1.0452
4	793 m/s	0.4675	Fresno	rabbit	0.2448	0.311	-0.0518	184	393	955	0.655
1	183 m/s	0.4125	Irvine	hamster	0.6346	0.4681	0.2904	186	37	58	1.0798
3	590 m/s	0.0955	Modesto	fish	0.9207	0.7911	0.6333	739	n/a	244	0.6366
4	653 m/s	0.7513	Stockton	rabbit	0.3393	0.2344	0.0326	-259	57	858	0.7537
2	185 m/s	0.2568	Riverside	rat	-0.0904	0.679	0.8853	672	1025	73	0.3394
4	701 m/s	0.766	Chula Vista	rabbit	0.0953	0.4303	-0.0526	318	158	1187	0.6671
4	695 m/s	0.2047	San Bernardino	rabbit	0.2336	0.249	-0.1007	95	407	886	0.6899
3	573 m/s	0.2859	San Francisco	fish	0.811	0.8495	0.7567	885	774	525	0.7582
2	98 m/s	0.2766	San Jose	ferret, dog	-0.004	1.0083	1.2791	518	771	110	0.3338
5	752 m/s	0.9202	Sacramento	CAT	1.0662	0.1232	0.2943	308	549	581	0.3252
5	950 m/s	1.0721	Sacramento	cat	0.9564	0.2525	0.4677	333	740	524	0.6777
5	1032 m/s	0.8863	Sacramento	cat	0.6421	0.0627	0.1805	108	683	591	0.5043
1	217 m/s	0.7533	Fremont	guinea pig	0.5619	0.5268	0.1721	None	166	365	1.0926
1	387 m/s	0.6088	Fremont	guinea pig, hamster	0.6444	0.4771	-0.0265	234	95	314	1.0822
2	182 m/s	0.3991	Anaheim		-0.2374	0.9914	1.1568	337	1020	163	0.27
0	378 m/s	0.6418	Modesto	chicken	0.3987	0.4169	0.9285	577	262	817	-0.0278
0	404 m/s	0.5568	Modesto	pig	0.5396	0.2029	0.7262	912	-37	802	-0.1225
5	1064 m/s	1.2569	Bakersfield	bird	1.0861	-0.1513	0.494	605	174	634	0.5211
0	523 m/s	0.5792	Santa Clarita	chicken	0.2068	0.2318	0.9134	918	-189	626	0.1617
5	828 m/s	0.9918	San Diego	dog	0.5812	0.0043	0.2684	265	374	629	0.6619
4	691 m/s	0.8249	Oakland	rabbit	0.6345	0.5393	0.0981	63	585	946	0.5482
2	163 m/s	0.2418	Riverside	ferret, dog	0.1449	0.9574	0.9219	395	1110	432	0.502
3	442 m/s	n/a	San Francisco	fish	0.866	0.532	0.7858	1049	1104	443	0.8093
0	373 m/s	0.5838	Santa Clarita	chicken	0.5543	0.6065	0.5606	695	97	951	-0.0047
5	1122 m/s	1.0857	Santa Clarita	cat	0.6931	0.0449	0.6172	160	386	707	0.7797
1	204 m/s	0.4037	Long Beach	hamster	0.4412	0.4572	0.2837	273	147	327	0.9942
1	356 m/s	0.3472	Los Angeles	reptile	0.651	0.4113	0.1848	34	-139	196	1.1434
2	-18 m/s	0.0457	San Jose	dog, rat	0.1944	0.9383	0.8571	802	685	-58	0.4012
1	245 m/s	0.4368	Irvine	hamster	0.6085	0.7554	0.5457	67	166	512	1.1268
5	828 m/s	0.899	San Diego	bird	0.8013	0.0119	0.1354	380	838	639	0.4275
5	923 m/s	1.0626	San Diego	bird	0.9005	0.2136	0.4636	267	714	305	0.299
1	365 m/s	0.2918	Long Beach	hamster, guinea pig	0.6353	0.6253	0.2226	623	125	283	0.8974
0	659 m/s	0.7203	Modesto	chicken	0.3914	0.4035	0.9695	1302	460	703	-0.1376
0	570 m/s	0.8147	Modesto	cat	0.3482	0.0902	0.4992	1181	-35	784	0.1712
0	652 m/s	0.7378	Modesto	chicken	0.0926	0.5859	0.3918	936	15	973	0.0479
5	792 m/s	1.039	Bakersfield	cat	0.8569	-0.0056	0.164	6	806	456	0.3283
1	403 m/s	0.302	Long Beach	hamster, guinea pig	0.4231	0.7533	?	612	-161	255	1.1365
1	406 m/s	0.5846	Irvine	reptile, hamster	0.8884	0.3603	0.2032	346	150	260	1.0333
1	380 m/s	0.3684	Fremont	guinea pig, hamster	0.7105	0.4373	0.196	426	427	382	0.8512
4	860 m/s	0.7102	San Bernardino	reptile	0.2241	0.4448	0.1565	131	266	801	0.6275
2	5 m/s	0.2709	San Jose	rat, ferret	0.0419	1.027	1.2072	594	746	-148	0.0919
4	803 m/s	0.8757	Oakland	rabbit	0.2652	0.1656	-0.0276	238	305	815	0.8503
0	484 m/s	0.6671	Santa Clarita	chicken	0.4018	0.535	0.8004	481	149	940	0.0042
0	633 m/s	0.8511	Santa Clarita	chicken	0.0445	0.4134	0.4175	904	315	847	0.051
0		0.5893	Santa Clarita	pig	0.7408	0.3333	0.8283	610	-85	501	0.2342
1	172 m/s	0.3754	Los Angeles	hamster, reptile	0.6653	0.402	0.4345	583	-150	?	0.9765
5	1097 m/s	0.7948	Fresno	bird	0.9624	0.1466	0.104	195	456	530	0.3547
2	145 m/s	0.1854	Anaheim	chicken	-0.0042	0.8315	0.8515	673	814	202	0.2306
0	511 m/s	0.7974	Santa Clarita	chicken	0.3583	0.4026	0.6379	681	195	594	0.0742
1	292 m/s	0.2987	Fresno	guinea pig, hamster	0.5576	0.5069	0.3492	191	166	176	0.9386
5	1093 m/s	1.0472	Bakersfield	bird	0.877	0.0289	0.327	555	671	558	0.5481
0	682 m/s	0.5356	Modesto	chicken	0.4838	0.2858	0.693	873	98	868	0.2574
1	577 m/s	0.4869	Long Beach	guinea pig, reptile	0.6435	0.4534	0.198	116	89	260	0.9662
3	530 m/s	0.2253	Moreno Valley	ferret, dog	0.9734	0.6766	0.6457	927	921	428	0.6396
1	328 m/s	0.6491	Irvine	chicken	0.6217	0.5658	0.1697	297	257	175	0.8074
4	579 m/s	0.6595	Chula Vista	rabbit	0.2003	0.5258	-0.1469	77	450	1204	0.7852
1	316 m/s	0.5828	Irvine	hamster	0.4011	0.6453	0.0521	646	183	140	1.1337
5	984 m/s	0.9671	Bakersfield	cat	0.9033	-0.0345	0.5149	267	774	633	0.6375
2	184 m/s	0.4366	San Jose	rat, ferret	0.0814	1.0183	0.816	684	746	155	0.3074
4	648 m/s	0.5656	Chula Vista	rabbit	0.3302	0.4713	0.1766	170	131	911	0.781
1	322 m/s	0.4396	Los Angeles	reptile, hamster	0.6355	0.6287	0.0617	799	41	N/A	0.8059
3	345 m/s	0.0908	Moreno Valley	fish	1.1514	0.7584	0.6789	1177	667	451	0.9812
2	36 m/s	0.3	Anaheim	Dog	0.1644	0.8861	0.9351	449	762	48	0.0468
1	400 m/s	0.3522	Irvine	guinea pig	0.5222	0.7495	0.3029	585	119	429	1.0029
1	368 m/s	0.4654	Fremont	hamster	0.5707	0.7251	0.0293	597	23	-51	None
4	721 m/s	0.6892	San Bernardino	rabbit	0.2957	0.5035	0.0079	12	370	1074	0.8944
5	978 m/s	0.8666	San Diego	bird	0.7692	0.1872	0.6145	298	496	536	0.4393
4	771 m/s	0.7464	Stockton	rabbit	0.3754	0.2789	0.3493	314	388	897	0.6115
2	113 m/s	0.1153	Anaheim	ferret	-0.0943	0.7642	1.058	727	609	55	0.2992
0	579 m/s	0.6432	Modesto	chicken	0.2509	0.3909	1.0274	744	260	870	-0.0633
5	885 m/s	1.0836	Sacramento	bird	0.8651	-0.0407	0.2235	233	729	385	0.514
1	454 m/s	0.43	Irvine	hamster	0.5993	0.5378	-0.0062	372	-28	242	1.072
0	563 m/s	0.7443	Santa Clarita	chicken	0.6301	0.3702	0.5309	782	225	876	0.201
4	847 m/s	0.6416	Chula Vista	rabbit	0.0561	0.4244	0.1903	3	312	1054	0.5809
0	631 m/s	0.5636	Santa Clarita	chicken	0.496	0.2873	0.5616	721	-25	922	0.0339
3	282 m/s	0.366	San Francisco	chicken	0.7051	0.7405	0.4136	814	973	409	0.806
2	15 m/s	0.1483	San Jose	rabbit	0.0928	0.8834	1.1242	518	611	206	0.3155
5	942 m/s	1.1217	San Diego	bird	1.0903	0.0159	0.2204	217	494	568	0.5368
1	361 m/s	0.321	?	pig	0.7828	0.7543	-0.1706	-81	-257	281	0.5952
3	456 m/s	-0.1052	None	fish	0.7877	0.5706	0.7304	1030	1109	433	0.6204
4	1006 m/s	0.7289	Chula Vista	rabbit	0.0171	0.3257	0.165	202	464	1052	0.8006
5	972 m/s	1.3063	Sacramento	bird	0.9181	0.1819	0.1588	87	959	528	0.5222
4	844 m/s	0.7869	Stockton	rabbit	0.3347	0.2124	0.219	259	358	1007	0.6022
2	-14 m/s	0.1012	Riverside	dog, rat	0.064	0.8353	0.9729	908	906	133	0.5158
2	126 m/s	0.424	Riverside	dog, rat	0.0264	0.9616	1.0135	519	820	-146	0.3862
1	372 m/s	0.3259	Irvine	guinea pig	0.6297	0.585	0.1911	488	-169	287	1.0119
0	429 m/s	0.8635	Modesto	Chicken	0.4129	0.4622	0.5546	619	119	662	0.0523
4	851 m/s	0.4635	Chula Vista	RABBIT	0.2339	0.2176	-0.086	-18	573	1042	0.7372
4	856 m/s	0.7657	Oakland	Rabbit	0.4392	0.3589	0.0085	-83	464	982	0.7238
5	1050 m/s	0.7514	Sacramento	bird	0.8427	0.1012	0.1981	533	563	431	0.5498
0	657 m/s	0.8338	Santa Clarita	reptile, hamster	0.1874	0.3584	0.7547	832	186	890	0.0963
4	746 m/s	0.4447	Oakland	rabbit	0.0	0.4994	-0.0232	194	582	1079	0.77
3	427 m/s	0.1487	Santa Ana	hamster, guinea pig	0.9266	0.959	0.5639	1071	863	570	0.9685
5	1237 m/s	0.9669	Los Angeles	cat	0.8233	0.1378	0.6924	12	684	633	0.3254
3	653 m/s	0.0606	Santa Ana	fish	1.0037	0.7833	0.524	n/a	708	336	0.9561
1	274 m/s	0.4108	Fremont	guinea pig	0.6193	0.5766	0.1485	295	153	326	0.8197
2	223 m/s	0.2971	San Jose	rat	0.1885	0.9445	0.8429	426	934	108	0.6392
5	933 m/s	1.0195	San Diego	cat	0.8512	0.2498	0.0639	-24	786	660	0.3797
2	148 m/s	0.1974	San Jose	ferret, rat	0.0591	0.787	0.8115	409	965	95	0.3775
0	529 m/s	0.5397	Santa Clarita	chicken	0.3602	0.4381	0.6614	606	352	839	0.2831
4	678 m/s	0.6888	Modesto	rabbit	0.2279	0.4365	0.308	NULL	514	1077	0.8985
3	508 m/s	0.2442	Santa Ana	fish	1.1731	0.7095	0.7907	1084	1113	507	0.8829
3	342 m/s	0.1269	Santa Ana	fish	0.9867	0.5088	0.6656	901	730	346	0.8212
3	546 m/s	0.246	Sacramento	fish	0.8068	0.8154	0.5567	854	685	374	0.7841
5	925 m/s	0.8878	Sacramento	bird	1.0113	0.1258	0.1529	466	582	576	0.4479
0	710 m/s	0.5756	Santa Clarita	pig	0.2259	0.398	0.5657	887	-43	780	0.2417
4	900 m/s	0.643	Stockton	rabbit	0.4421	0.4019	-0.1737	68	126	1077	0.7829
3	532 m/s	-0.055	San Francisco	fish	0.8947	0.6725	0.6666	953	908	337	0.8858
5	832 m/s	0.9693	San Diego	bird	0.8789	-0.0911	0.6546	315	636	564	N/A
4	827 m/s	0.5615	FRESNO	rabbit	0.2902	0.349	-0.117	218	305	1178	0.8525
0	659 m/s	0.7894	Modesto	chicken	0.3702	0.3121	0.735	922	304	880	-0.1647
3	610 m/s	0.0391	Santa Ana	fish	0.8879	0.8581	0.812	631	887	345	0.8942
5	930 m/s	1.0843	Bakersfield	rat, ferret	0.8018	0.2042	0.3438	525	621	467	0.2193
1	342 m/s	0.601	Fremont	reptile, hamster	0.6166	0.4425	0.2513	152	98	394	1.2238
1	292 m/s	0.4547	Irvine	hamster	0.6317	0.2551	0.2275	175	292	383	0.842
4	757 m/s	0.5658	Oakland	ferret	0.4011	0.2824	-0.0332	191	294	873	0.7357
4	751 m/s	0.854	Chula Vista	ferret, dog	0.421	0.4474	0.1299	269	267	962	0.6632
5	794 m/s	1.042	Sacramento	CHICKEN	0.7919	0.2538	0.4148	258	524	603	0.6861
4	649 m/s	0.8252	Fresno	rabbit	0.2641	0.1791	0.2817	49	365	860	0.8576
4	754 m/s	0.5352	Santa Clarita	rabbit	0.2335	0.3228	-0.0524	176	462	1009	0.5588
3	624 m/s	0.0846	Santa Clarita	fish	0.8386	0.8107	0.5972	750	988	536	0.9318
3	690 m/s	0.0615	Riverside	fish	0.9484	0.7768	0.3111	816	767	568	0.7537
0	593 m/s	0.7581	Bakersfield	chicken	0.1855	0.5232	0.6067	530	-161	854	0.306
5	896 m/s	1.1876	Sacramento	bird	0.9509	0.1101	0.2314	342	597	622	0.5556
4	984 m/s	0.5674	Fresno	rabbit	0.1678	0.4735	0.028	122	481	841	0.4536
0	799 m/s	0.6079	Modesto	pig	0.1503	0.277	0.7315	823	-14	840	0.1213
5	818 m/s	0.8489	Sacramento	rat, ferret	0.961	0.0269	0.5274	451	513	602	0.7327
5	856 m/s	1.071	Bakersfield	cat	0.7274	-0.1173	0.4439	529	600	667	0.6032
0	349 m/s	0.4517	Modesto	chicken	0.2843	0.589	0.6033	994	414	654	0.0803
3	529 m/s	0.2834	Santa Ana	fish	0.925	0.6573	0.5996	1059	1146	418	0.7087
3	462 m/s	0.3122	Oakland	fish	0.886	0.7907	0.5	842	534	281	0.9058
3	366 m/s	0.1787	Moreno Valley	Fish	0.8498	0.8235	0.5571	821	1140	317	0.6453
4	553 m/s	0.4733	Oakland	rabbit	0.3007	0.2528	0.1648	-196	206	955	0.6498
3	613 m/s	-0.1342	Santa Clarita	fish	0.7835	0.715	0.7512	859	946	540	0.9155
2	250 m/s	0.3947	San Francisco	DOG	0.1148	0.8113	0.9845	877	1008	94	0.1472
5	928 m/s	0.9287	San Diego	bird	0.9378	0.2096	0.3922	264	682	439	0.469
0	484 m/s	0.6494	sANTA cLARITA	chicken	0.1375	0.4691	0.6274	606	137	1004	0.1288
2	96 m/s	0.1681	San Jose	dog	0.2062	0.9575	0.9701	677	835	56	0.1883
5	905 m/s	0.9651	Sacramento	cat	0.8487	-0.0108	0.3859	380	860	569	0.57
5	970 m/s	0.907	Sacramento	bird	0.8256	0.0548	0.4104	386	732	609	0.5413
2	236 m/s	0.1994	San Jose	rat, dog	0.1235	0.9165	0.8391	339	733	187	0.3211
5	969 m/s	1.0958	Bakersfield	cat	0.8355	0.0582	0.3658	108	655	571	0.5626
4	733 m/s	0.7845	Stockton	rabbit	0.0787	0.4267	0.1247	n/a	586	1122	0.5096
4	760 m/s	0.661	Oakland	rabbit	0.4027	0.4691	0.0136	-36	550	1169	0.5034
0	582 m/s	0.6059	Modesto	pig	0.1393	0.337	0.7932	660	287	795	0.1874
1	320 m/s	0.4283	Long Beach	guinea pig	0.6477	0.5216	0.3533	15	-167	207	1.0884
2	128 m/s	0.1937	Anaheim	rat, ferret	0.0546	1.182	1.0049	394	938	31	0.1064
2	122 m/s	0.2579	Anaheim	ferret, dog	0.0547	0.8557	0.9903	935	684	55	0.4208
2	151 m/s	0.0794	San Jose	ferret	-0.0356	0.8132	0.7296	408	770	114	0.1988
2	175 m/s	0.37	Anaheim	dog, ferret	0.0133	0.9352	1.0905	851	950	122	0.2598
2	-13 m/s	0.2447	Riverside	ferret, rat	0.0683	0.8134	0.8469	585	1100	39	0.2117
0	745 m/s	0.6716	Santa Clarita	pig	0.3554	0.2935	0.5276	NULL	247	784	0.074
1	325 m/s	0.4711	Fremont	reptile, hamster	0.5113	0.6532	0.3301	-4	-101	229	0.8833
5	921 m/s	1.228	Sacramento	bird	0.8821	-0.0091	0.0268	311	759	623	0.3399
5	934 m/s	0.9764	Sacramento	cat	0.9629	0.2584	0.3335	593	436	n/a	0.5857
